bashoId,fromRankLabel,toRankLabel,wins,losses,absences,juryoLowMakekoshi,juryoLowCollapse,makushitaUpper5FivePlus,promotionPressure,demotionPressure,promotionsToJuryo,demotionsToMakushita
199001,東幕下2枚目,西十両12枚目,4,3,0,6,2,3,12,8,4,3
200005,東幕下3枚目,西十両13枚目,4,3,0,10,3,3,13,13,5,5
200305,東幕下2枚目,東十両13枚目,4,3,0,10,4,3,13,14,5,4
199001,西幕下2枚目,西十両13枚目,4,3,0,6,2,3,12,8,4,3
199403,東幕下5枚目,西十両13枚目,4,3,0,7,3,3,11,10,5,5
200203,西幕下4枚目,西十両13枚目,4,3,0,6,3,3,13,9,5,4
200301,東幕下1枚目,東十両13枚目,4,3,0,8,4,2,13,12,4,3
200405,東幕下3枚目,西十両13枚目,4,3,0,10,4,3,10,14,5,4
199603,東幕下3枚目,西十両13枚目,4,3,0,7,2,1,11,9,4,3
199409,東幕下1枚目,西十両13枚目,4,3,0,7,2,3,13,9,3,3
199303,西幕下1枚目,西十両13枚目,4,3,0,9,6,3,13,15,5,5
199309,東幕下1枚目,西十両12枚目,4,3,0,6,3,3,12,9,4,4
200009,西幕下3枚目,西十両12枚目,4,3,0,7,2,2,13,9,5,3
199511,東幕下2枚目,東十両13枚目,4,3,0,7,1,2,10,8,3,2
199807,東幕下1枚目,西十両13枚目,4,3,0,5,2,4,12,7,3,1
200209,東幕下4枚目,西十両12枚目,4,3,0,6,3,1,10,9,5,3
200311,西幕下3枚目,東十両10枚目,4,3,0,8,5,2,9,13,8,2
199605,東幕下2枚目,西十両13枚目,4,3,0,6,3,3,9,9,2,2
199211,東幕下4枚目,西十両13枚目,4,3,0,10,4,3,13,14,4,4
199101,東幕下1枚目,西十両12枚目,4,3,0,7,2,3,13,9,5,4
200301,西幕下3枚目,西十両13枚目,4,3,0,8,4,2,13,12,4,3
199911,東幕下1枚目,東十両13枚目,4,3,0,8,2,2,11,10,3,2
200401,西幕下4枚目,東十両14枚目,4,3,0,9,7,1,10,16,5,4
199711,西幕下3枚目,西十両13枚目,4,3,0,7,4,2,12,11,4,3
200007,東幕下3枚目,東十両10枚目,4,3,0,12,5,3,13,17,6,6
200307,西幕下1枚目,東十両12枚目,4,3,0,9,6,3,13,15,5,5
199705,東幕下2枚目,東十両13枚目,4,3,0,6,3,3,11,9,3,1
200103,西幕下4枚目,西十両13枚目,4,3,0,9,5,2,11,14,4,4
200007,東幕下2枚目,東十両9枚目,4,3,0,12,5,3,13,17,6,6
199801,東幕下1枚目,西十両12枚目,4,3,0,6,2,2,12,8,4,3
200005,東幕下2枚目,西十両12枚目,4,3,0,10,3,3,13,13,5,5
199401,東幕下1枚目,西十両12枚目,4,3,0,10,4,3,14,14,5,5
199407,東幕下1枚目,西十両13枚目,4,3,0,6,0,4,15,6,3,3
200401,東幕下5枚目,西十両14枚目,4,3,0,9,7,1,10,16,5,4
200101,東幕下3枚目,西十両13枚目,4,3,0,9,5,3,15,14,5,4
199611,東幕下1枚目,西十両11枚目,4,3,0,10,3,1,10,13,5,4
200009,東幕下4枚目,東十両13枚目,4,3,0,7,2,2,13,9,5,3
200401,東幕下2枚目,西十両11枚目,4,3,0,9,7,1,10,16,5,4
200411,西幕下2枚目,西十両14枚目,4,3,0,12,4,4,13,16,5,4
200003,西幕下5枚目,西十両13枚目,4,3,0,8,6,5,15,14,7,6
200007,西幕下4枚目,西十両12枚目,4,3,0,12,5,3,13,17,6,6
200101,東幕下1枚目,東十両12枚目,4,3,0,9,5,3,15,14,5,4
199411,東幕下1枚目,東十両13枚目,4,3,0,5,3,1,9,8,2,2
199609,東幕下1枚目,東十両13枚目,4,3,0,5,2,1,12,7,3,2
199701,東幕下1枚目,東十両13枚目,4,3,0,4,2,2,11,6,2,2
199505,東幕下1枚目,西十両13枚目,4,3,0,8,5,4,15,13,5,5
200903,東幕下2枚目,西十両14枚目,4,3,0,5,3,2,11,8,3,1
199803,東幕下1枚目,東十両12枚目,4,3,0,8,6,2,11,14,3,3
200103,東幕下2枚目,東十両12枚目,4,3,0,9,5,2,11,14,4,4
200211,東幕下1枚目,西十両11枚目,4,3,0,6,4,2,11,10,3,2
199811,東幕下2枚目,西十両13枚目,4,3,0,8,1,3,10,9,4,4
200409,西幕下1枚目,東十両14枚目,4,3,0,8,3,4,15,11,4,4
200503,東幕下4枚目,西十両13枚目,4,3,0,10,5,3,13,15,5,5
200511,西幕下1枚目,西十両12枚目,4,3,0,9,4,4,14,13,6,4
200303,西幕下2枚目,東十両13枚目,4,3,0,10,6,4,17,16,6,6
200311,西幕下7枚目,東十両14枚目,4,3,0,8,5,2,9,13,8,2
200403,東幕下3枚目,東十両14枚目,4,3,0,9,4,3,12,13,5,5
200209,東幕下2枚目,西十両11枚目,4,3,0,6,3,1,10,9,5,3
200209,東幕下1枚目,東十両11枚目,4,3,0,6,3,1,10,9,5,3
200807,西幕下3枚目,西十両14枚目,4,3,0,7,4,2,11,11,3,3
200307,東幕下2枚目,西十両12枚目,4,3,0,9,6,3,13,15,5,5
200003,西幕下2枚目,東十両13枚目,4,3,0,8,6,5,15,14,7,6
200011,東幕下1枚目,東十両12枚目,4,3,0,11,5,2,13,16,4,4
199801,西幕下2枚目,西十両13枚目,4,3,0,6,2,2,12,8,4,3
199711,西幕下1枚目,西十両12枚目,4,3,0,7,4,2,12,11,4,3
200501,西幕下1枚目,西十両13枚目,4,3,0,10,3,4,13,13,3,3
199609,西幕下1枚目,西十両13枚目,4,3,0,5,2,1,12,7,3,2
199801,西幕下1枚目,東十両13枚目,4,3,0,6,2,2,12,8,4,3
200009,西幕下2枚目,東十両12枚目,4,3,0,7,2,2,13,9,5,3
200305,西幕下1枚目,西十両12枚目,4,3,0,10,4,3,13,14,5,4
200709,西幕下3枚目,西十両14枚目,4,3,0,9,4,1,10,13,3,3
201305,西幕下1枚目,東十両14枚目,4,3,0,13,3,3,13,16,5,6
200507,西幕下4枚目,東十両14枚目,4,3,0,10,4,3,12,14,6,6
200601,東幕下5枚目,西十両14枚目,4,3,0,11,4,2,14,15,5,5
199803,西幕下1枚目,東十両13枚目,4,3,0,8,6,2,11,14,3,3
199901,西幕下1枚目,西十両13枚目,4,3,0,5,3,1,11,8,3,2
200201,東幕下2枚目,東十両13枚目,4,3,0,12,4,2,9,16,3,3
200601,東幕下1枚目,東十両12枚目,4,3,0,11,4,2,14,15,5,5
199911,西幕下1枚目,西十両13枚目,4,3,0,8,2,2,11,10,3,2
200905,東幕下2枚目,西十両14枚目,4,3,0,5,1,1,14,6,3,2
200909,東幕下1枚目,西十両14枚目,4,3,0,10,2,2,12,12,2,2
200209,西幕下3枚目,東十両12枚目,4,3,0,6,3,1,10,9,5,3
200203,東幕下2枚目,西十両11枚目,4,3,0,6,3,3,13,9,5,4
200403,西幕下1枚目,東十両13枚目,4,3,0,9,4,3,12,13,5,5
200309,東幕下2枚目,西十両12枚目,4,3,0,9,6,3,15,15,4,4
200803,東幕下1枚目,東十両14枚目,4,3,0,7,2,3,14,9,4,3
200311,西幕下6枚目,東十両13枚目,4,3,0,8,5,2,9,13,8,2
200109,東幕下2枚目,西十両12枚目,4,3,0,8,4,2,12,12,3,3
200505,東幕下2枚目,東十両14枚目,4,3,0,11,3,3,11,14,4,3
200703,西幕下1枚目,東十両14枚目,4,3,0,8,2,3,12,10,3,3
200711,西幕下3枚目,東十両14枚目,4,3,0,8,2,3,13,10,5,4
201407,東幕下3枚目,西十両14枚目,4,3,0,13,3,3,13,16,4,4
